3.631503677368164062e+01 -3.642563581466674805e+00 1.951212802442370275e-11 4.727765023708343506e-01
3.681688690185546875e+01 -3.621290922164916992e+00 1.356322415491106881e-10 4.726495444774627686e-01
3.731594085693359375e+01 -3.591086864471435547e+00 5.344453213318445250e-10 4.726495444774627686e-01
3.780836868286132812e+01 -3.552504539489746094e+00 9.288254054773403823e-10 4.726495444774627686e-01
3.829051208496093750e+01 -3.508244514465332031e+00 1.525323645168441544e-09 4.726495444774627686e-01
3.876032638549804688e+01 -3.462862491607666016e+00 1.808377891876489230e-09 4.726495444774627686e-01
3.921844863891601562e+01 -3.421366214752197266e+00 2.041617541692630766e-09 4.726495444774627686e-01
3.966780853271484375e+01 -3.387467384338378906e+00 1.238856905949603515e-09 4.726495444774627686e-01
4.011227416992187500e+01 -3.362700223922729492e+00 4.523047492099863121e-10 4.726495444774627686e-01
4.055544281005859375e+01 -3.346655130386352539e+00 3.244751689557290319e-11 4.726495444774627686e-01
4.099975204467773438e+01 -3.337835788726806641e+00 1.543791028173202573e-12 4.727765023708343506e-01
3.582199859619140625e+01 -3.212719440460205078e+00 1.211933747802262928e-10 4.726495444774627686e-01
3.633183670043945312e+01 -3.201013326644897461e+00 1.987654485446910257e-09 4.726495444774627686e-01
3.684396743774414062e+01 -3.178482532501220703e+00 1.949734951267600991e-08 4.726495444774627686e-01
3.735419082641601562e+01 -3.142572164535522461e+00 1.413543060380106908e-07 4.726495444774627686e-01
3.785611724853515625e+01 -3.093040704727172852e+00 2.233353342262489605e-07 4.726495444774627686e-01
3.834293746948242188e+01 -3.033809661865234375e+00 3.001620711984287482e-07 4.726495444774627686e-01
3.881066131591796875e+01 -2.972876310348510742e+00 2.889702273023431189e-07 4.726495444774627686e-01
3.926073074340820312e+01 -2.919159889221191406e+00 2.260546239085670095e-07 4.726495444774627686e-01
3.969890975952148438e+01 -2.878515481948852539e+00 1.071011439535141108e-07 4.726495444774627686e-01
4.013224029541015625e+01 -2.852182388305664062e+00 3.058398689859131991e-08 4.726495444774627686e-01
4.056613540649414062e+01 -2.838104963302612305e+00 2.011156796655200196e-09 4.726495444774627686e-01
4.100357055664062500e+01 -2.833059310913085938e+00 8.344314128549967791e-11 4.726495444774627686e-01
4.144571685791015625e+01 -2.834016323089599609e+00 8.770670821556247887e-12 4.727341830730438232e-01
3.531486511230468750e+01 -2.774888038635253906e+00 6.968611104829491865e-11 4.726495444774627686e-01
3.582690048217773438e+01 -2.776246070861816406e+00 3.658807035122890738e-09 4.726495444774627686e-01
3.634693145751953125e+01 -2.768743038177490234e+00 1.196410721604479477e-07 4.726495444774627686e-01
3.687340927124023438e+01 -2.746871471405029297e+00 1.497795665272860788e-06 4.726495444774627686e-01
3.740081787109375000e+01 -2.704634666442871094e+00 1.093548144126543775e-05 4.726495444774627686e-01
3.791838836669921875e+01 -2.639183521270751953e+00 3.625013414421118796e-05 4.726495444774627686e-01
3.841288757324218750e+01 -2.556066989898681641e+00 4.172402259428054094e-05 4.726495444774627686e-01
3.887631607055664062e+01 -2.470383882522583008e+00 3.201327490387484431e-05 4.726495444774627686e-01
3.931212615966796875e+01 -2.399219512939453125e+00 1.400087057845667005e-05 4.726495444774627686e-01
3.973233032226562500e+01 -2.351815223693847656e+00 4.136418283451348543e-06 4.726495444774627686e-01
4.014957809448242188e+01 -2.327228546142578125e+00 9.602201771485852078e-07 4.726495444774627686e-01
4.057172012329101562e+01 -2.319283246994018555e+00 1.019423550019382674e-07 4.726495444774627686e-01
4.100164794921875000e+01 -2.321602344512939453e+00 6.535554319953007507e-09 4.726495444774627686e-01
4.143944931030273438e+01 -2.329535961151123047e+00 2.461350845361920392e-10 4.726495444774627686e-01
4.188410186767578125e+01 -2.340150117874145508e+00 5.324646539656141542e-12 4.728399515151977539e-01
3.479927825927734375e+01 -2.323443412780761719e+00 2.380526331613452840e-10 4.726495444774627686e-01
3.530651855468750000e+01 -2.336975097656250000e+00 2.097969353798134762e-09 4.726495444774627686e-01
3.582472991943359375e+01 -2.346859931945800781e+00 1.157980804578073730e-07 4.726495444774627686e-01
3.635625457763671875e+01 -2.347872495651245117e+00 4.303085006540641189e-06 4.726495444774627686e-01
3.690150833129882812e+01 -2.330781936645507812e+00 6.943271728232502937e-05 4.726495444774627686e-01
3.745409393310546875e+01 -2.282621860504150391e+00 4.482482327148318291e-04 4.726495444774627686e-01
3.799562072753906250e+01 -2.193545103073120117e+00 1.432572025805711746e-03 4.726495444774627686e-01
3.850063705444335938e+01 -2.070984601974487305e+00 2.201946452260017395e-03 4.726495444774627686e-01
3.895456314086914062e+01 -1.944949030876159668e+00 1.509796245954930782e-03 4.726495444774627686e-01
3.936650466918945312e+01 -1.849306941032409668e+00 5.102722789160907269e-04 4.726495444774627686e-01
3.976038360595703125e+01 -1.798032999038696289e+00 9.780377149581909180e-05 4.726495444774627686e-01
4.015717697143554688e+01 -1.782966136932373047e+00 1.928684650920331478e-05 4.726495444774627686e-01
4.056673812866210938e+01 -1.788697242736816406e+00 3.141121851513162255e-06 4.726495444774627686e-01
4.099021911621093750e+01 -1.803739905357360840e+00 1.700571488072455395e-07 4.726495444774627686e-01
4.142537689208984375e+01 -1.821954250335693359e+00 4.670424935682149226e-09 4.726495444774627686e-01
4.186940002441406250e+01 -1.840448617935180664e+00 6.920169992596925113e-11 4.726495444774627686e-01
3.478099441528320312e+01 -1.878508448600769043e+00 1.664631876785449549e-09 4.726495444774627686e-01
3.528886795043945312e+01 -1.901236772537231445e+00 1.179036317466852779e-07 4.726495444774627686e-01
3.581080245971679688e+01 -1.923362255096435547e+00 4.052928034070646390e-06 4.726495444774627686e-01
3.635261535644531250e+01 -1.938943743705749512e+00 8.337705367011949420e-05 4.726495444774627686e-01
3.691856002807617188e+01 -1.933823347091674805e+00 9.940551826730370522e-04 4.726495444774627686e-01
3.750183486938476562e+01 -1.882389783859252930e+00 4.925202578306198120e-03 4.726495444774627686e-01
3.807158660888671875e+01 -1.759507775306701660e+00 1.380343176424503326e-02 4.726495444774627686e-01
3.858231735229492188e+01 -1.575000286102294922e+00 2.355670742690563202e-02 4.726495444774627686e-01
3.901457595825195312e+01 -1.387209177017211914e+00 2.165100537240505219e-02 4.726495444774627686e-01
3.939369964599609375e+01 -1.259426832199096680e+00 8.965627290308475494e-03 4.726495444774627686e-01
